Reuse_file_path,Reuse_time,Reuse_k,Reuse_solver,Reuse_neg_state,Reuse_num_s,Reuse_num_t,Reuse_num_gen,Reuse_status,Reuse_frame_sizes,Reuse_elapsed_time
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/protocol/swimmingpool_6.lus,0.843,2,118,6,1,0,Not Found,unsafe,3 1,1.253
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/protocol/swimmingpool_6_e7_10_e7_341.lus,2.388,3,309,5,1,0,Not Found,timeout,5 4 3,290.123
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/protocol/swimmingpool_6_e7_399.lus,1.502,3,224,8,2,0,Not Found,unsafe,4 3 1,1.933
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/protocol/swimmingpool_7.lus,1.949,3,238,7,1,0,Not Found,unsafe,4 2 0,2.373
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/protocol/swimmingpool_8.lus,3.175,3,259,9,0,0,Not Found,unsafe,6 3 2,3.602
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/protocol/swimmingpool_9.lus,32.684,5,1106,11,2,0,Not Found,timeout,13 11 9 7 4,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5.lus,231.62,6,1690,10,0,0,Not Found,timeout,10 9 8 7 6 5,290.139
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e2_405_e2_1083.lus,0.764,2,262,10,0,0,Not Found,unsafe,8 1,1.132
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e2_405_e3_473.lus,0.855,2,288,12,0,0,Not Found,unsafe,10 3,1.214
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e2_405_e8_1055.lus,0.767,2,272,11,0,0,Not Found,unsafe,8 1,1.131
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e3_11_e1_429.lus,6.013,2,351,11,0,0,Not Found,unsafe,9 1,6.384
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e3_11_e5_24.lus,5.738,2,349,11,0,0,Not Found,unsafe,9 1,6.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e3_661.lus,6.091,2,337,11,0,0,Not Found,unsafe,9 2,6.454
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e7_244.lus,264.64,4,2849,34,0,1,Not Found,timeout,44 36 26 12,290.153
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e7_244_e1_823.lus,286.162,5,2671,24,0,0,Not Found,timeout,12 10 8 7 6,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_5_e7_244_e2_693.lus,0.736,2,272,12,0,0,Not Found,unsafe,10 3,1.092
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6.lus,51.118,5,1530,25,0,2,Not Found,timeout,21 13 8 5 1,51.463
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e1_152.lus,272.248,4,2696,35,0,1,Not Found,timeout,41 33 19 8,290.139
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e1_152_e1_391.lus,198.829,4,2151,31,0,1,Not Found,timeout,35 27 15 6,290.173
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e2_589_e2_506.lus,0.596,2,374,13,0,0,Not Found,unsafe,11 2,0.957
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e2_589_e3_349.lus,1.628,2,388,13,0,0,Not Found,unsafe,11 2,1.981
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e2_893.lus,0.609,2,372,13,0,0,Not Found,unsafe,11 2,0.982
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e3_294_e1_956.lus,6.564,2,430,13,0,0,Not Found,unsafe,11 2,6.923
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e3_294_e3_47.lus,6.395,2,426,13,0,0,Not Found,unsafe,11 2,6.76
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_6_e3_294_e5_979.lus,6.269,2,428,13,0,0,Not Found,unsafe,11 2,6.637
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all.lus,1.319,3,303,8,0,0,Not Found,safe,8 5,1.672
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e2_142.lus,0.484,3,198,6,0,0,Not Found,safe,4 3,0.831
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e2_142_e7_209.lus,0.559,3,183,7,0,0,Not Found,safe,6 5,0.891
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e3_1068_e4_275.lus,0.483,3,198,6,0,0,Not Found,safe,4 3,0.835
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e7_188_e7_743.lus,0.907,3,294,9,0,0,Not Found,safe,9 6,1.254
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e8_856.lus,1.26,3,313,8,0,0,Not Found,safe,8 5,1.599
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e8_856_e2_585.lus,0.476,3,182,6,0,0,Not Found,safe,4 3,0.823
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/car_all_e8_856_e7_578.lus,1.036,3,237,8,0,0,Not Found,safe,9 7,1.387
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/cd.lus,1.347,2,108,4,0,0,Not Found,timeout,4 2,290.137
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/cd_e7_621_e7_669.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.115
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/cd_e7_8.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.115
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1.lus,237.94,3,1020,18,0,0,Not Found,timeout,9 5 4,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e1_846_e1_1317.lus,12.281,2,309,8,0,0,Not Found,timeout,9 6,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e1_846_e2_1394.lus,37.111,3,412,12,0,0,Not Found,safe,12 11,37.471
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e1_846_e3_1060.lus,88.216,2,500,15,0,0,Not Found,timeout,17 14,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e1_846_e7_397.lus,12.208,2,422,13,0,0,Not Found,timeout,14 11,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e2_1102_e1_317.lus,65.607,2,737,19,0,0,Not Found,timeout,22 18,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e2_1102_e2_943.lus,264.145,3,894,19,0,0,Not Found,timeout,9 7 5,290.121
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e2_1102_e3_961.lus,36.302,2,433,12,0,0,Not Found,timeout,13 10,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e2_1102_e7_1163.lus,61.345,2,497,15,0,0,Not Found,timeout,16 13,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e2_627.lus,24.864,2,465,11,0,0,Not Found,timeout,13 9,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e7_1255_e7_12.lus,87.561,2,581,17,0,0,Not Found,timeout,18 14,290.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_1_e7_606.lus,24.569,2,542,17,0,0,Not Found,timeout,19 16,290.117
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/metros_2_e2_704_e3_76.lus,227.765,2,904,17,0,0,Not Found,unsafe,15 6,228.191
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/speed2_e7_223_e7_213.lus,0.569,2,231,7,0,0,Not Found,timeout,10 6,290.129
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Int32/simulation/speed2_e7_496.lus,0.817,2,292,8,0,0,Not Found,timeout,11 6,290.12
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp01.lus,13.631,4,387,4,0,0,Not Found,safe,4 3 2,14.138
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp02.lus,11.076,4,359,3,0,0,Not Found,safe,3 2 1,11.61
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp03.lus,12.323,4,377,4,0,0,Not Found,safe,4 3 2,12.831
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp04.lus,1.504,2,41,2,0,0,Not Found,safe,2,2.02
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp08.lus,4.301,3,171,5,0,0,Not Found,safe,5 4,5.181
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp10.lus,11.893,2,126,9,0,0,Not Found,unsafe,0,12.716
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp11.lus,55.328,2,954,25,0,0,Not Found,timeout,24 18,290.125
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp12.lus,94.258,2,2194,40,1,0,Not Found,unsafe,0,95.245
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp13.lus,101.595,4,4496,33,3,1,Not Found,timeout,27 20 14 9,290.124
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp14.lus,154.743,2,6031,53,2,2,Not Found,unsafe,0,155.703
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp17.lus,3.928,3,212,5,0,0,Not Found,safe,6 4,4.788
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp18.lus,5.048,3,178,5,0,0,Not Found,safe,5 4,5.83
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp20.lus,24.943,4,1424,17,0,0,Not Found,safe,7 2 0,25.752
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp21.lus,53.481,2,3145,36,0,0,Not Found,unsafe,0,54.398
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp22.lus,67.174,3,2925,37,0,3,Not Found,timeout,30 23 11,290.126
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp23.lus,100.361,7,7648,42,0,4,Not Found,timeout,26 22 17 13 10 9 8,290.129
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/ccp24.lus,86.829,3,2403,34,0,1,Not Found,timeout,33 28 19,290.126
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_01.lus,5.53,4,565,4,0,0,Not Found,safe,4 2 1,5.984
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_02.lus,6.218,5,818,5,0,0,Not Found,safe,6 5 4 3,6.667
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_03.lus,3.645,4,403,3,0,0,Not Found,safe,3 2 1,4.066
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_08.lus,30.086,3,3111,39,0,1,Not Found,timeout,34 29 18,290.15
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_09.lus,10.532,2,231,14,0,0,Not Found,unsafe,0,11.061
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_10.lus,20.864,5,5471,35,0,0,Not Found,safe,20 14 4 0,21.394
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_12.lus,1.039,3,166,5,0,0,Not Found,safe,5 4,1.597
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_14.lus,0.617,3,148,3,0,0,Not Found,safe,3 2,1.156
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_15.lus,15.391,2,1533,28,1,0,Not Found,unsafe,0,15.997
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_16.lus,29.147,3,3289,40,0,1,Not Found,timeout,35 29 18,290.136
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_17.lus,27.491,2,1686,32,1,0,Not Found,unsafe,0,28.119
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_18.lus,12.666,5,1762,14,0,0,Not Found,safe,6 4 1 0,13.237
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_19.lus,9.381,4,788,10,0,0,Not Found,safe,5 3 2,9.93
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_22.lus,29.451,2,2269,39,1,0,Not Found,unsafe,0,30.004
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_23.lus,185.736,3,17831,97,1,2,Not Found,timeout,104 80 47,290.14
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int/large/cruise_controller_24.lus,0.761,3,137,3,0,0,Not Found,safe,2 1,1.268
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp01.lus,22.761,4,391,4,0,0,Not Found,safe,4 3 2,23.287
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp02.lus,24.877,4,426,5,0,0,Not Found,safe,5 4 3,25.417
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp03.lus,16.797,4,375,4,0,0,Not Found,safe,4 3 2,17.398
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp04.lus,1.884,2,41,2,0,0,Not Found,safe,2,2.423
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp08.lus,5.183,3,173,5,0,0,Not Found,safe,4 3,6.014
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp10.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp11.lus,179.555,3,3935,47,0,1,Not Found,timeout,47 40 28,290.14
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp13.lus,147.915,3,3914,35,0,3,Not Found,timeout,50 41 24,290.128
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp14.lus,52.51,3,910,14,2,0,Not Found,timeout,12 8 6,290.129
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp17.lus,24.495,4,823,12,0,0,Not Found,safe,4 1 0,25.344
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp18.lus,3.299,3,139,4,0,0,Not Found,safe,5 4,4.168
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp20.lus,54.133,4,1815,27,0,0,Not Found,safe,7 2 0,55.047
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp21.lus,76.88,2,1490,25,0,0,Not Found,unsafe,31 20,78
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp22.lus,231.095,5,8996,56,0,6,Not Found,timeout,28 24 18 12 8,290.149
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp23.lus,274.657,5,11771,57,0,4,Not Found,timeout,28 23 20 16 11,290.135
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/ccp24.lus,153.953,3,3811,40,0,1,Not Found,timeout,42 34 21,290.151
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_01.lus,10.501,4,371,4,0,0,Not Found,safe,4 3 2,10.943
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_02.lus,8.11,4,391,4,0,0,Not Found,safe,4 3 2,8.571
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_03.lus,7.17,4,397,4,0,0,Not Found,safe,4 3 2,7.594
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_04.lus,1.137,3,123,2,0,0,Not Found,safe,1 0,1.579
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_08.lus,56.53,3,3200,38,1,1,Not Found,timeout,36 29 18,290.201
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_09.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_10.lus,21.775,5,3469,28,0,0,Not Found,safe,14 8 1 0,22.345
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_12.lus,1.934,3,158,5,0,0,Not Found,safe,5 4,2.425
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_14.lus,3.912,3,129,3,0,0,Not Found,safe,3 2,4.443
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_15.lus,25.083,2,1562,28,0,0,Not Found,unsafe,31 20,25.883
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_16.lus,50.882,3,2547,33,0,0,Not Found,timeout,32 26 17,290.205
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_17.lus,137.896,2,6730,65,0,0,Not Found,unsafe,71 37,139.192
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_18.lus,31.088,5,2550,20,0,0,Not Found,safe,9 2 1 0,31.611
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_19.lus,30.558,4,1851,18,0,0,Not Found,safe,9 3 0,31.107
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_20.lus,21.999,2,1056,22,1,0,Not Found,unsafe,23 12,22.762
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_22.lus,109.3,2,5691,61,0,0,Not Found,unsafe,61 28,110.577
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_23.lus,75.222,3,3578,39,2,2,Not Found,timeout,41 35 19,290.192
/home/ubuntu/Lustre-exp/kind2-benchmarks/FMCAD08/Real_Int32/large/cruise_controller_24.lus,1.77,3,183,6,0,0,Not Found,safe,6 5,2.299
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/channel/channel.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/channel/channel_bounds.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.116
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/channel/channel_str.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.127
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/channel/channel_top.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.115
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/functionalChain_bounds_large.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/functionalChain_bounds_medium.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.146
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/functionalChain_bounds_small.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/functionalChain_str_large.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/functionalChain_str_medium.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.129
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/functionalChain_str_small.lus,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,timeout,Not Found,290.118
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/reconfiguration/reconfiguration_medium.lus,36.641,8,9040,10,1,0,Not Found,timeout,8 7 6 5 4 3 2 1,290.152
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/reconfiguration/reconfiguration_medium_bounds.lus,149.607,8,15732,10,1,0,Not Found,timeout,8 7 6 5 4 3 2 1,290.147
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/reconfiguration/reconfiguration_small.lus,249.396,9,33020,77,1,14,Not Found,timeout,27 24 22 19 14 12 10 8 4,290.141
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/reconfiguration/reconfiguration_small_bounds.lus,247.959,6,24687,68,1,19,Not Found,timeout,54 49 42 35 28 15,290.142
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/relatedCounters/relatedCounters_small.lus,36.828,13,14026,24,1,1,Not Found,safe,12 10 9 8 7 6 5 4 3 2 1 0,37.184
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/relatedCounters/relatedCounters_small_bounds.lus,26.587,12,11489,12,1,0,Not Found,safe,10 9 8 7 6 5 4 3 2 1 0,26.941
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/triplexVoter/triplexVoter.lus,6.518,2,985,27,0,0,Not Found,timeout,31 27,290.251
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/triplexVoter/triplexVoter_bounds.lus,7.567,2,275,11,3,0,Not Found,timeout,12 7,290.241
/home/ubuntu/Lustre-exp/kind2-benchmarks/FunctionalChain/triplexVoter/triplexVoter_str.lus,1.456,3,253,9,0,0,Not Found,safe,1 0,1.804
